Country Name,Year,avg_temperature,Average precipitation in depth (mm per year),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Forest area (% of land area),Renewable energy consumption (% of total final energy consumption),deaths_drought,injured_drought,total_damages_drought,deaths_flood,injured_flood,total_damages_flood,deaths_storm,injured_storm,total_damages_storm,deaths_wildfire,injured_wildfire,total_damages_wildfire,deaths_temperature,injured_temperature,total_damages_temperature
Afghanistan,2000,13.61,327.0,0.0504760801948225,1.85278199408184,45.0,37.0,0.0,50.0,,,,,,,,,,,,
Afghanistan,2001,13.95,327.0,0.0465729492262171,1.85278199408184,45.6,,,,,,,,,,,,,327.0,0.0,10.0
Afghanistan,2002,13.79,327.0,0.0440777829029563,1.85278199408184,37.8,,,,81.0,0.0,0.0,,,,,,,,,
Afghanistan,2003,13.26,327.0,0.0443407305372896,1.85278199408184,36.7,,,,136.0,3.0,0.0,,,,,,,,,
Afghanistan,2004,13.91,327.0,0.03789792931894,1.85278199408184,44.2,,,,16.0,0.0,0.0,,,,,,,,,
Afghanistan,2005,13.35,327.0,0.0518878290280668,1.85278199408184,33.9,,,,295.0,43.0,0.0,260.0,0.0,5000.0,,,,21.0,0.0,0.0
Afghanistan,2006,13.8,327.0,0.0553923376777949,1.85278199408184,31.9,0.0,0.0,0.0,282.0,185.0,0.0,71.0,0.0,0.0,,,,,,
Afghanistan,2007,13.49,327.0,0.0775612303767694,1.85278199408184,28.8,,,,296.0,20.0,0.0,,,,,,,,,
Afghanistan,2008,13.45,327.0,0.144751528002023,1.85278199408184,21.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1317.0,182.0,0.0
Afghanistan,2009,13.72,327.0,0.221465726059917,1.85278199408184,16.5,,,,69.0,16.0,20000.0,,,,,,,,,
Afghanistan,2010,14.09,327.0,0.275380974794698,1.85278199408184,15.2,,,,135.0,0.0,0.0,,,,,,,,,
Afghanistan,2011,13.53,327.0,0.388742453073337,1.85278199408184,12.6,0.0,0.0,142000.0,62.0,110.0,0.0,21.0,5.0,0.0,,,,,,
Afghanistan,2012,13.07,327.0,0.319626607745266,1.85278199408184,15.4,,,,149.0,311.0,0.0,,,,,,,45.0,68.0,0.0
Afghanistan,2013,13.91,327.0,0.262469648389334,1.85278199408184,16.9,,,,113.0,2.0,0.0,,,,,,,,,
Afghanistan,2014,13.2,327.0,0.238642815009995,1.85278199408184,19.1,,,,512.0,135.0,3000.0,63.0,0.0,0.0,,,,,,
Afghanistan,2015,13.78,327.0,0.246706024551365,1.85278199408184,17.7,,,,7.0,10.0,0.0,,,,,,,,,
Afghanistan,2016,14.26,327.0,0.216929891611134,1.85278199408184,20.2,,,,84.0,0.0,0.0,,,,,,,,,
Afghanistan,2017,13.88,327.0,0.226011227289355,1.85278199408184,19.5,,,,36.0,22.0,0.0,67.0,10.0,0.0,,,,,,
Afghanistan,2018,14.18,327.0,0.215877625146902,1.85278199408184,18.3,0.0,0.0,0.0,101.0,0.0,0.0,,,,,,,,,
Afghanistan,2019,13.8,327.0,0.191490829184533,1.85278199408184,18.9,,,,171.0,17.0,0.0,,,,,,,,,
Argentina,2000,14.45,591.0,3.67500561079405,12.1964855354461,9.8,,,,13.0,40.0,300000.0,1.0,0.0,0.0,8.0,0.0,0.0,15.0,0.0,0.0
Argentina,2001,15.09,591.0,3.49096906098567,12.0808714176615,11.5,,,,1.0,0.0,750000.0,20.0,150.0,15000.0,0.0,0.0,0.0,14.0,0.0,0.0
Argentina,2002,14.84,591.0,3.2620858169305,11.9652572998769,11.6,,,,8.0,0.0,0.0,3.0,0.0,0.0,,,,0.0,0.0,0.0
Argentina,2003,15.24,591.0,3.51976128011969,11.8496431820922,10.8,0.0,0.0,120000.0,27.0,0.0,1028210.0,12.0,0.0,0.0,,,,,,
Argentina,2004,15.24,591.0,3.85751040887454,11.7340290643076,9.3,,,,5.0,7.0,0.0,,,,,,,5.0,0.0,0.0
Argentina,2005,14.9,591.0,3.91872470742059,11.618414946523,9.6,,,,,,,11.0,52.0,0.0,,,,,,
Argentina,2006,15.46,591.0,4.10421553720694,11.5028008287384,9.2,,,,0.0,0.0,0.0,,,,,,,,,
Argentina,2007,14.45,591.0,4.32708912512489,11.3871867109537,7.7,,,,10.0,0.0,40000.0,,,,,,,9.0,0.0,0.0
Argentina,2008,15.34,591.0,4.4357867480596,11.2715725931691,7.7,,,,0.0,0.0,0.0,,,,,,,,,
Argentina,2009,15.42,591.0,4.03659973529201,11.1559584753845,8.6,0.0,0.0,0.0,9.0,0.0,0.0,10.0,24.0,0.0,,,,,,
Argentina,2010,14.91,591.0,4.29667743910718,11.0403443575999,8.8,,,,,,,,,,,,,42.0,0.0,0.0
Argentina,2011,15.15,591.0,4.43018394628793,10.9587128976976,8.8,,,,,,,,,,,,,,,
Argentina,2012,15.61,591.0,4.47955623063869,10.8770814377953,8.6,,,,6.0,0.0,0.0,19.0,30.0,12000.0,,,,,,
Argentina,2013,15.4,591.0,4.53801219304993,10.795449977893,8.9,,,,52.0,0.0,1300000.0,4.0,12.0,2000.0,,,,,,
Argentina,2014,15.41,591.0,4.41804077536038,10.7138185179907,9.8,,,,3.0,0.0,62000.0,,,,,,,,,
Argentina,2015,15.5,591.0,4.51393025813273,10.6321870580884,9.4,,,,11.0,0.0,0.0,8.0,0.0,17200.0,,,,,,
Argentina,2016,14.94,591.0,4.42297985438054,10.6003968297469,9.4,,,,0.0,0.0,1002000.0,,,,,,,,,
Argentina,2017,15.57,591.0,4.3211555474833,10.5598368832422,10.4,,,,1.0,0.0,0.0,,,,,,,,,
Argentina,2018,15.27,591.0,4.25124625791196,10.5203731515078,10.5,0.0,0.0,3400000.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,
Argentina,2019,15.22,591.0,4.07544537651257,10.4801786099266,10.7,8.0,32.0,0.0,6.0,0.0,0.0,,,,,,,,,
Australia,2000,21.46,534.0,18.5965306696659,17.1581557606446,8.4,,,,0.0,0.0,265000.0,1.0,0.0,150000.0,0.0,0.0,0.0,,,
Australia,2001,21.48,534.0,18.6985053620287,17.1286333519909,8.4,,,,4.0,31.0,225000.0,2.0,27.0,6600.0,0.0,0.0,90000.0,,,
Australia,2002,22.17,534.0,18.9082805468625,17.0991109433373,8.7,0.0,0.0,2000000.0,,,,0.0,0.0,0.0,2.0,4.0,50000.0,,,
Australia,2003,22.12,534.0,18.6663916262359,17.0695885346836,7.2,,,,1.0,0.0,77000.0,1.0,0.0,93000.0,4.0,150.0,300000.0,,,
Australia,2004,21.99,534.0,19.1615575634878,17.04006612603,6.7,,,,3.0,0.0,52500.0,3.0,0.0,60000.0,,,,,,
Australia,2005,22.46,534.0,19.0359651886093,17.0105437173763,6.7,,,,3.0,0.0,58000.0,1.0,0.0,42000.0,12.0,20.0,40000.0,,,
Australia,2006,21.85,534.0,19.0774020161199,16.9810213087226,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1182354.0,4.0,0.0,100000.0,,,
Australia,2007,22.0,534.0,19.2372081651952,16.951498900069,7.0,,,,9.0,0.0,1300000.0,2.0,0.0,100000.0,,,,,,
Australia,2008,21.71,534.0,19.025898340921,16.9219764914153,6.8,,,,7.0,0.0,2065000.0,1.0,0.0,450000.0,,,,,,
Australia,2009,22.13,534.0,18.9132381935116,16.8924540827617,7.1,,,,7.0,0.0,150000.0,1.0,0.0,60000.0,180.0,500.0,1300000.0,347.0,2000.0,0.0
Australia,2010,21.48,534.0,18.8488476857263,16.862931674108,8.2,,,,35.0,0.0,7409000.0,1.0,0.0,2720000.0,,,,,,
Australia,2011,21.46,534.0,18.4784761198108,16.9553102586465,8.3,,,,0.0,0.0,0.0,1.0,0.0,2500000.0,0.0,0.0,54000.0,,,
Australia,2012,21.76,534.0,18.1810955786986,17.047688843185,8.3,,,,4.0,0.0,588000.0,,,,,,,,,
Australia,2013,22.73,534.0,17.539347865104,17.1400674277235,9.2,,,,,,,6.0,0.0,2000000.0,3.0,0.0,366000.0,,,
Australia,2014,22.55,534.0,16.879485438679,17.232446012262,9.3,,,,,,,0.0,12.0,1000000.0,2.0,0.0,125000.0,139.0,0.0,0.0
Australia,2015,22.34,534.0,16.8182097787642,17.3248245968004,9.4,,,,6.0,0.0,400000.0,8.0,0.0,1981000.0,2.0,164.0,351000.0,,,
Australia,2016,22.37,534.0,16.8867624516931,17.4254877132405,9.6,,,,1.0,0.0,25000.0,5.0,0.0,500000.0,2.0,0.0,110000.0,,,
Australia,2017,22.48,534.0,16.7057285715517,17.4229136169693,9.9,,,,,,,12.0,0.0,3190000.0,0.0,2.0,20000.0,,,
Australia,2018,22.52,534.0,16.3923595229437,17.4213145571644,9.8,0.0,0.0,1200000.0,0.0,0.0,11400.0,,,,,,,0.0,0.0,0.0
Australia,2019,22.8,534.0,16.0988040730969,17.4213145571644,10.3,,,,3.0,0.0,2000000.0,,,,32.0,24.0,2000000.0,,,
Bangladesh,2000,25.26,2666.0,0.200482660343614,14.7524629330875,60.2,,,,43.0,60.0,500000.0,99.0,599.0,0.0,,,,49.0,0.0,0.0
Bangladesh,2001,25.86,2666.0,0.238508145231551,14.7278904509488,55.9,,,,9.0,0.0,0.0,238.0,2750.0,0.0,,,,6.0,2000.0,0.0
Bangladesh,2002,25.75,2666.0,0.247169767890226,14.70331796881,54.4,,,,10.0,0.0,0.0,122.0,400.0,0.0,,,,700.0,0.0,0.0
Bangladesh,2003,25.77,2666.0,0.255250836397506,14.6787454866713,52.6,,,,252.0,0.0,0.0,60.0,420.0,0.0,,,,215.0,200.0,0.0
Bangladesh,2004,25.71,2666.0,0.265234027233158,14.6541730045325,52.0,,,,761.0,200.0,2200000.0,239.0,3150.0,0.0,,,,,,
Bangladesh,2005,25.97,2666.0,0.278993060231867,14.6296005223938,50.6,,,,55.0,0.0,0.0,177.0,2106.0,0.0,,,,100.0,0.0,0.0
Bangladesh,2006,26.19,2666.0,0.296997445589191,14.6050280402551,48.6,,,,0.0,0.0,0.0,154.0,1264.0,0.0,,,,,,
Bangladesh,2007,25.97,2666.0,0.312232079407807,14.5804555581163,47.2,,,,1230.0,60.0,114000.0,4275.0,55282.0,2300000.0,,,,130.0,0.0,0.0
Bangladesh,2008,25.73,2666.0,0.343315957053316,14.5558830759776,45.2,,,,28.0,2.0,0.0,27.0,400.0,0.0,,,,,,
Bangladesh,2009,26.5,2666.0,0.365306179179761,14.5313098256127,43.1,0.0,0.0,0.0,16.0,0.0,0.0,197.0,7187.0,270000.0,,,,135.0,0.0,0.0
Bangladesh,2010,26.38,2666.0,0.399174830713931,14.5067373434739,40.3,,,,15.0,0.0,0.0,26.0,250.0,0.0,,,,,,
Bangladesh,2011,25.79,2666.0,0.425099567633734,14.4991441960513,38.4,,,,10.0,0.0,0.0,13.0,121.0,0.0,,,,62.0,0.0,0.0
Bangladesh,2012,25.46,2666.0,0.450489807832137,14.4915510486287,37.3,,,,139.0,0.0,0.0,133.0,304.0,0.0,,,,72.0,0.0,0.0
Bangladesh,2013,25.17,2666.0,0.460371266499191,14.4839579012061,37.0,,,,,,,50.0,453.0,20000.0,,,,,,
Bangladesh,2014,25.64,2666.0,0.485151359134913,14.4763647537835,35.4,,,,59.0,447.0,160000.0,20.0,12.0,0.0,,,,,,
Bangladesh,2015,25.44,2666.0,0.536007629763741,14.4687716063609,33.1,,,,31.0,20651.0,40000.0,117.0,250.0,44000.0,,,,,,
Bangladesh,2016,25.89,2666.0,0.584386984418544,14.4687716063609,30.2,,,,106.0,0.0,150000.0,87.0,0.0,600000.0,,,,,,
Bangladesh,2017,25.68,2666.0,0.622894753150526,14.4687716063609,28.1,,,,144.0,0.0,628000.0,19.0,12.0,0.0,,,,,,
Bangladesh,2018,25.29,2666.0,0.645077044556817,14.4687716063609,27.0,,,,35.0,0.0,0.0,33.0,0.0,0.0,,,,34.0,0.0,0.0
Bangladesh,2019,25.64,2666.0,0.655345933649704,14.4687716063609,26.1,,,,114.0,0.0,75000.0,94.0,116.0,5785.0,,,,50.0,4500.0,0.0
Brazil,2000,25.12,1782.0,2.00781892560001,65.9343586013156,42.7,,,,48.0,0.0,0.0,,,,,,,7.0,0.0,0.0
Brazil,2001,25.4,1782.0,1.99268521156943,65.4616708980706,41.3,0.0,0.0,0.0,85.0,196.0,45000.0,13.0,0.0,0.0,,,,,,
Brazil,2002,25.67,1761.0,1.96864504896722,64.9889831948257,42.9,0.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,,
Brazil,2003,25.45,1782.0,1.91813943107745,64.5162954915806,45.1,,,,255.0,571.0,303000.0,,,,,,,,,
Brazil,2004,25.38,1782.0,1.99938641898312,64.0436077883357,45.2,0.0,0.0,1650000.0,35.0,54.0,370.0,4.0,60.0,350000.0,,,,0.0,0.0,0.0
Brazil,2005,25.63,1782.0,1.9989539012045,63.5709200850907,46.1,0.0,0.0,0.0,47.0,0.0,0.0,2.0,4.0,0.0,,,,,,
Brazil,2006,25.46,1782.0,2.0017839938865,63.0982323818457,46.7,,,,20.0,0.0,0.0,,,,,,,,,
Brazil,2007,25.57,1761.0,2.08455456819624,62.6255446786007,47.2,0.0,0.0,0.0,69.0,80.0,125000.0,,,,,,,,,
Brazil,2008,25.29,1761.0,2.16791589555648,62.1528569753558,47.0,,,,200.0,27.0,1110000.0,3.0,0.0,0.0,,,,,,
Brazil,2009,25.49,1761.0,2.00677529327358,61.6801692721108,48.9,,,,90.0,0.0,600000.0,4.0,64.0,0.0,,,,,,
Brazil,2010,25.7,1761.0,2.27034083899082,61.2074815688658,46.8,0.0,0.0,0.0,363.0,403.0,802000.0,,,,,,,32.0,0.0,0.0
Brazil,2011,25.4,1761.0,2.37346407220956,61.023328156743,45.2,,,,978.0,0.0,1002000.0,,,,,,,,,
Brazil,2012,25.6,1761.0,2.52810306680631,60.8391747446202,43.5,0.0,0.0,1460000.0,3.0,0.0,171000.0,,,,,,,,,
Brazil,2013,25.53,1761.0,2.63609675534352,60.6550213324974,42.3,,,,119.0,144.0,545500.0,2.0,64.0,90000.0,,,,,,
Brazil,2014,25.7,1761.0,2.72958719215547,60.4708679203746,41.7,0.0,0.0,5000000.0,41.0,52.0,200000.0,,,,,,,,,
Brazil,2015,25.99,1761.0,2.56644717813364,60.2867384370207,43.7,,,,11.0,0.0,2000.0,2.0,97.0,2000.0,,,,,,
Brazil,2016,25.78,1761.0,2.3739483184063,60.0710205859198,45.4,,,,33.0,0.0,200000.0,,,,,,,,,
Brazil,2017,25.74,1761.0,2.41568284305132,59.8329293359527,45.3,,,,14.0,0.0,100000.0,,,,,,,,,
Brazil,2018,25.57,1761.0,2.28409517314385,59.7083800941358,46.9,,,,7.0,0.0,53000.0,,,,,,,,,
Brazil,2019,25.91,1761.0,2.25651425253649,59.5585860011916,47.5,,,,47.0,18.0,0.0,,,,0.0,2195.0,0.0,,,
Canada,2000,-4.25,537.0,17.6969816263129,38.7929818338782,20.3,,,,,,,11.0,140.0,13000.0,,,,,,
Canada,2001,-3.44,537.0,17.2242093262742,38.7876307080739,19.8,,,,,,,11.0,0.0,0.0,0.0,0.0,0.0,,,
Canada,2002,-4.47,537.0,17.6672529167598,38.7822795822695,20.1,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
Canada,2003,-4.04,537.0,18.1301922122935,38.7769284564652,19.7,,,,4.0,0.0,35000.0,2.0,0.0,110000.0,1.0,0.0,545000.0,,,
Canada,2004,-4.87,537.0,17.5250534561294,38.7715773306609,20.4,,,,0.0,0.0,200000.0,0.0,0.0,100000.0,,,,,,
Canada,2005,-3.45,537.0,18.0225329540933,38.7662262048566,21.6,,,,4.0,0.0,357000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Canada,2006,-2.85,537.0,17.6088453376577,38.7608750790522,21.5,,,,1.0,0.0,0.0,,,,,,,,,
Canada,2007,-4.23,537.0,18.0614265864767,38.7555239532479,21.6,,,,0.0,0.0,0.0,6.0,0.0,0.0,,,,,,
Canada,2008,-4.57,537.0,17.2814795355701,38.7501728274436,21.6,,,,0.0,0.0,0.0,,,,,,,,,
Canada,2009,-4.45,537.0,16.110707355373,38.7448217016393,22.2,,,,0.0,0.0,0.0,2.0,3.0,500000.0,,,,,,
Canada,2010,-2.64,537.0,16.5148773292354,38.7394705758349,21.4,,,,,,,0.0,0.0,0.0,,,,,,
Canada,2011,-3.93,537.0,16.7706629104953,38.7348640747569,21.5,,,,5.0,0.0,800000.0,2.0,20.0,0.0,1.0,0.0,1500000.0,,,
Canada,2012,-3.58,537.0,16.3415448128885,38.7302575736789,21.8,,,,0.0,0.0,34000.0,0.0,0.0,1050000.0,,,,,,
Canada,2013,-4.38,537.0,16.397634935751,38.7256510726009,22.2,,,,4.0,0.0,5700000.0,0.0,0.0,1410000.0,,,,10.0,0.0,200000.0
Canada,2014,-4.46,537.0,16.3820544895977,38.7210445715229,22.2,,,,0.0,4.0,129000.0,,,,,,,0.0,0.0,0.0
Canada,2015,-3.88,537.0,16.1640586572594,38.7164380704449,22.3,,,,,,,,,,0.0,0.0,0.0,,,
Canada,2016,-3.3,537.0,15.9473357598833,38.7120133755838,22.1,,,,0.0,0.0,0.0,,,,0.0,0.0,4000000.0,,,
Canada,2017,-3.81,537.0,16.2277461463686,38.7078876013737,22.8,,,,2.0,0.0,200000.0,,,,0.0,0.0,0.0,,,
Canada,2018,-4.61,537.0,16.5528683972161,38.7037629425392,22.3,,,,0.0,0.0,0.0,0.0,30.0,325000.0,0.0,0.0,0.0,70.0,0.0,0.0
Canada,2019,-4.34,537.0,16.1423151032491,38.6996371683291,22.4,,,,1.0,0.0,800000.0,1.0,0.0,275000.0,,,,,,
China,2000,7.25,645.0,2.90418209393773,18.8534727562839,29.6,0.0,0.0,796115.0,422.0,407.0,315366.0,162.0,724.0,260321.0,,,,,,
China,2001,7.61,645.0,3.02302606439439,19.1049681205612,28.4,0.0,0.0,0.0,402.0,3209.0,711000.0,344.0,86690.0,3587000.0,,,,,,
China,2002,7.83,645.0,3.24162605435801,19.3564538990231,27.0,0.0,0.0,1210000.0,1246.0,35596.0,4728800.0,108.0,394.0,218000.0,,,,7.0,3500.0,0.0
China,2003,7.54,645.0,3.71846041601987,19.6079386867747,23.9,0.0,0.0,0.0,662.0,151260.0,15329640.0,61.0,1282.0,537938.0,0.0,0.0,0.0,,,
China,2004,7.77,645.0,4.25958135138784,19.8594228667065,20.2,,,,450.0,14526.0,1985500.0,249.0,8353.0,2217980.0,,,,39.0,0.0,0.0
China,2005,7.5,645.0,4.80528434019575,20.1109081284255,17.4,0.0,0.0,0.0,578.0,324.0,4660860.0,426.0,2831.0,7161915.0,,,,0.0,200.0,0.0
China,2006,7.99,645.0,5.30270079785205,20.3623927769671,16.4,134.0,0.0,2910000.0,430.0,549.0,1687500.0,1500.0,6420.0,7859000.0,,,,,,
China,2007,8.18,645.0,5.73304043979558,20.6138778860824,14.9,,,,1030.0,4192.0,5023155.0,95.0,299.0,2639543.0,,,,,,
China,2008,7.63,645.0,5.87581400440115,20.8653616938384,14.1,0.0,0.0,234000.0,352.0,166.0,2392000.0,66.0,106.0,2015000.0,,,,145.0,0.0,21100000.0
China,2009,7.81,645.0,6.27210695130929,21.1168450517356,13.4,0.0,0.0,3600000.0,209.0,38.0,1373000.0,169.0,557.0,3601452.0,,,,,,
China,2010,7.59,645.0,6.82816644925451,21.3683288541342,12.3,0.0,0.0,2370000.0,1911.0,136.0,18171000.0,139.0,1290.0,871036.0,22.0,3.0,0.0,,,
China,2011,7.37,645.0,7.42320645931147,21.574627370433,11.3,,,,628.0,0.0,10704130.0,44.0,150.0,716585.0,,,,2.0,472.0,281000.0
China,2012,7.09,645.0,7.6044757382642,21.7809258867318,11.5,,,,622.0,0.0,14970333.0,75.0,7.0,3216000.0,,,,0.0,650.0,20200.0
China,2013,7.76,645.0,7.9165358997682,21.9872244030306,11.5,0.0,0.0,0.0,637.0,30.0,16598600.0,265.0,474.0,10787000.0,,,,40.0,0.0,0.0
China,2014,7.72,645.0,7.95775283192162,22.1935229193294,11.9,0.0,0.0,3680000.0,473.0,0.0,9667000.0,329.0,189.0,10069973.0,,,,,,
China,2015,8.0,645.0,7.81014936297885,22.3998214356282,12.2,0.0,0.0,2464000.0,310.0,0.0,6992000.0,119.0,185.0,8983690.0,,,,,,
